Location,Joined Group on,Last visited group on,Last Attended,Total RSVPs,RSVPed Yes,RSVPed Maybe,RSVPed No,Meetups attended,No shows,Intro,Photo,Assistant Organizer,Mailing List,URL of Member Profile,What do you use R for?,What's your favourite CRAN package?,What's your experience in R?
Singapore,09/09/2010,05/08/2014,03/12/2014,32,30,1,1,30,0,Yes,Yes,Yes,Yes,http://www.meetup.com/R-User-Group-SG/members/12857495/ ,"i used most of it for bioinformatics in my previous career. But now, I used it for almost everything. Analyzing Transaction Data, telco records, finance time series, etc.",i think plyr is a super cool package. a lot of data manipulations in a single function call.,Since 2007
"Brooklyn, NY",01/11/2014,01/11/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/82214062/ ,NYC,N/A,N/A
Singapore,09/15/2013,03/17/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/9008883/ ,Data analytics,ggplot2,beginner
Singapore,03/17/2014,04/28/2014,04/23/2014,2,2,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/113149132/ ,Data mining,Deoptim,3 yrs
Singapore,10/14/2013,10/14/2013,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/101749022/ ,Data science,data science,data science
Singapore,06/05/2013,05/11/2014,12/03/2013,5,3,0,2,3,0,Yes,Yes,Yes,Yes,http://www.meetup.com/R-User-Group-SG/members/96517772/ ,Analytics,Unsure,Word cloud
Singapore,01/13/2014,01/13/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/128043192/ ,Academic and research,Depends on the analysis,novice
Singapore,05/17/2013,05/08/2014,04/23/2014,12,12,0,0,10,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/93867962/ ,-,-,-
Singapore,12/13/2013,04/28/2014,12/18/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/123619602/ ,R is my primary tool for analytics per se. I use it for end to end analytics processing like data analysis and modelling,"My favorite package in R is sqldf. Being from a database background, this helps me to get around without actually learning R !!",I consider myself an advanced user of R
Singapore,12/25/2012,10/24/2013,03/27/2013,3,2,0,1,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/11299429/ ,"Not yet used, but doing some courses on R. I would want to use it in my work to add value to my customers.",Not used R till now.,Not used it professionalyy till now
Singapore,06/05/2012,03/02/2014,,0,0,0,0,0,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/14312236/ ,Nothing,What's CRAN?,Know nuts about R!
Singapore,10/28/2013,05/04/2014,02/12/2014,4,3,0,1,3,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/110139322/ ,For whenever appropriate,no fav,"Since I bought Crawley's book - Statistics, an introduction to R"
Singapore,02/09/2014,05/13/2014,03/12/2014,3,2,0,1,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/117696612/ ,I don't use R but I'm here to find out more.,Nil,Nil
Singapore,12/31/2013,05/13/2014,03/12/2014,4,4,0,0,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/125588652/ ,Work,the cointegration package and the MCMC package,Decent (2 years in school) but I find myself using more matlab overtime.
Singapore,03/11/2014,03/12/2014,,1,0,0,1,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/68158502/ ,"PCR, correlation coefficient",NA,use only occasionally so I would like to learn more:)
Singapore,08/17/2012,08/31/2012,09/10/2012,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/58815772/ ,"Basic and advanced statistical analyses and making sense of wild data set, exploratory data analysis",MASS,"R is a maddeningly addictive language. If you loved programming and thrills in dating data, it's difficult not to cave in to the buzz around R in the last few years. I am not the typical formally-trained statistician, I am not even a follower of the cult of p-value. But I am who I am: a mere mortal with a passion for statistical thinking in dissecting a problem. With the thousands of packages (constantly updated) to choose from, R presents a unique, even if quirky, environment for digging into contemporary statistical analysis. My journey into R began with a somewhat potpourri of terrible fears due to the steep learning curve I've heard a zillion times, but after a few weeks of throat clearing, the relish of working in R soon relegate the fear to God's know where. I have never looked back since then. And I don't intend to."
Singapore,02/11/2014,02/11/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/45571742/ ,Data analysis,New to R,Minimum
Singapore,12/13/2013,05/13/2014,,2,1,0,1,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/113525662/ ,for my daily job,"rjags, timeSeries",I've been using R since 2010 and it has never failed to surprise me.
Singapore,03/22/2014,03/28/2014,,1,1,0,0,0,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/92189752/ ,"School Work and Self Project (Self Study, Kaggle, Dextra...)","kernlab, caret, fnn, RColorBrewer...",have been using R for 2 years
Singapore,11/07/2013,11/07/2013,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/118980802/ ,School work,coda,minimal
Singapore,01/14/2013,02/11/2014,12/18/2013,2,2,0,0,2,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/59165792/ ,"I want to learn how to use it. Right now, there is no immediate or obvious use for it.",No idea what CRAN means.,absolutely zilch
Tokyo,06/05/2013,06/05/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/57762962/ ,I'm interested in analyzing statistical data for my business,I'm sorry I don't know any.,Just read the document
Singapore,05/12/2014,05/12/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/62571082/ ,Data Analysis/Statistical Modelling,None in particular,Like to meet more like-minded maths geeks and R prgmers.
Singapore,04/02/2014,04/03/2014,,1,1,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/140328072/ ,Data mining,none in particular.,close to 2 years of usage.
Singapore,03/07/2013,03/07/2013,,1,1,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/6999835/ ,-,-,-
Singapore,08/16/2012,08/16/2012,,0,0,0,0,0,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/58687062/ ,spectral data analysis,"hyperSpec, ggplot2",intermediate
Singapore,03/18/2012,03/18/2012,04/04/2012,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/41897572/ ,Not an active user of R but I am a user of SPlus. Hoping to make more use of R.,None at the moment,Not an active user of R but I am a user of SPlus. Hoping to make more use of R.
Singapore,03/10/2014,05/08/2014,04/23/2014,3,3,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/136562582/ ,Analyse smart city data,ggplot,Beginner
Singapore,01/18/2012,02/12/2014,12/03/2013,18,18,0,0,18,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/35588682/ ,data analytics,"ncdf, these have bee many",1 year
Singapore,12/10/2012,03/06/2014,03/12/2014,4,4,0,0,4,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/60891842/ ,Learning,NA,NA
Singapore,03/17/2014,04/28/2014,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/137622592/ ,learning software for data mining,i only have this package,beginner
Singapore,06/18/2012,08/19/2013,,1,0,0,1,0,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/14074249/ ,Machine Learning,-,Beginner
Singapore,04/12/2011,10/27/2012,11/02/2012,1,1,0,0,1,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/13310400/ ,Intend to use R as an analysis tool on the Cloud.,none,zero
Singapore,03/02/2012,10/15/2012,05/23/2012,4,1,0,3,1,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/40262222/ ,,,
Singapore,04/04/2014,04/04/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/135789872/ ,Just trying it out,R studio,Some online tutorials.
Singapore,06/18/2012,04/21/2014,11/20/2013,3,2,0,1,2,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/51700452/ ,"automated algo trading, model building, backtesting.",quantmod,experience coder.
Singapore,05/24/2012,01/22/2014,11/02/2012,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/48928812/ ,Six Sigma data processing,Not sure.,Entry level.
Singapore,03/26/2011,08/30/2013,08/14/2013,7,6,0,1,6,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/14336022/ ,"data analysis, focusing on marketing ROI",ah..... good question though,4 years
Singapore,10/13/2011,10/01/2012,10/17/2012,2,1,0,1,1,0,No,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/27867642/ ,,,
Singapore,12/27/2012,09/15/2013,,1,0,0,1,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/73556522/ ,Next generation sequencing,HTSCluster-Clustering high throughput sequencing (HTS) data,Entry level
Singapore,02/26/2014,05/10/2014,03/12/2014,2,2,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/50458442/ ,Hello world,Hello world,Hello world
Singapore,04/09/2014,05/12/2014,,1,1,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/77652442/ ,To integrate with financial models,Financial package,Love it
Singapore,11/24/2011,03/09/2014,11/20/2013,10,9,0,1,9,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/31459992/ ,1. analyzing psychological data 2. statistical simulation,MASS lavaan,conducted a few analyses in R
Singapore,02/11/2014,05/08/2014,04/23/2014,5,5,0,0,3,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/72900902/ ,Last used for PhD research. Basic stats then.,That was a looooong time ago.,Beginner
Singapore,03/24/2013,04/13/2013,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/86178072/ ,Do my projects and do analysis.,timeseries.,3 yrs.
Singapore,06/27/2013,03/04/2014,08/14/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/44623872/ ,"So far only used it as part of a course requirement. But I love and appreciate the flexibility and the endless customiseability of the language (Python is a close second, but R's native statistical support trumps everything). Eventually I hope I'll be able to work in a data-related field, using R as my main tool.",CAR,Beginner level. Have some understanding of basic programming so still learning how it works. Very willing to learn though!
Singapore,05/22/2012,05/22/2012,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/48797632/ ,General data analysis,igraph,beginner
Singapore,07/30/2012,03/21/2013,03/27/2013,3,2,0,1,2,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/56757532/ ,Have not used R before.,N.A.,No experience.
Singapore,03/05/2014,04/11/2014,,1,0,0,1,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/135681462/ ,Data Analytics,"ff, C5.0, GBM, SOAR, doParallel",2 years
Singapore,08/20/2013,12/03/2013,12/03/2013,2,2,0,0,2,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/107523932/ ,Data Analysis and Statistical Analysis,ggplot2,"More than entry level, around middle level"
Singapore,09/16/2013,11/22/2013,11/20/2013,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/111499362/ ,Research,ggplot2,1 year experience
Singapore,07/28/2013,08/16/2013,,1,0,0,1,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/57344352/ ,Learning,Don't know,Beginner
Singapore,03/10/2014,03/12/2014,03/12/2014,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/14638497/ ,Nothing yet,...,...
"Mountain View, CA",05/09/2014,05/12/2014,,1,1,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/13849460/ ,"Econometrics, machine learning and data visualization.",plyr,Intermediate.
"New York, NY",10/12/2013,02/07/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/114852012/ ,R Statastic,------,Good
Singapore,10/13/2012,07/19/2013,11/02/2012,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/65935022/ ,Research works on population demographics,"doMC, foreach, R2jags",Experienced. My job involves using R to conduct MCMC analysis on Bayesian models.
Singapore,10/12/2011,04/13/2012,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/27773782/ ,"work, research",bioconductor?,very basic
Singapore,01/05/2014,02/16/2014,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/126548882/ ,Big Data Analytics,-,Fun!
Singapore,03/12/2014,03/12/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/11898709/ ,data mining,x,x
Singapore,06/28/2013,06/28/2013,,0,0,0,0,0,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/99904312/ ,Work,NA,NA
Singapore,03/31/2013,04/02/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/50585882/ ,Newbie,Newbie,Newbie
"Allston, MA",02/07/2013,02/07/2013,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/10583500/ ,data analysis,lm,beginner
Singapore,03/10/2014,03/12/2014,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/136566182/ ,Physical Activity data visualization,3Dscatterplot,I am planning to use it in my PhD project.
"San Francisco, CA",02/19/2014,02/20/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/6691354/ ,stats,not sure,just learning!
Singapore,11/29/2013,04/29/2014,,2,1,0,1,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/115018212/ ,"Data mining, prediction analytics",viZOR,complete newbie.
Singapore,10/09/2013,01/23/2014,01/15/2014,2,2,0,0,2,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/94186582/ ,Learning for data analysis and visualization,ggplot2,Beginner
Singapore,03/12/2014,04/21/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/40689942/ ,Financial engineering related,Haven't used much,Beginne
"San Francisco, CA",01/13/2014,01/13/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/9576517/ ,Testing,...,Non
Singapore,03/02/2014,03/10/2014,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/50349292/ ,.,.,.
"New York, NY",11/28/2013,11/28/2013,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/61231352/ ,"Work (finance), fun",svm,Medium
Singapore,09/25/2013,03/11/2014,04/23/2014,2,1,0,1,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/79575272/ ,fun,none,basic
Singapore,10/24/2012,10/24/2012,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/67296492/ ,Trying to analyze datasets derived from high-throughput -omics...,?,new
Singapore,03/21/2014,05/13/2014,,1,1,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/138191262/ ,clustering and generating graphs,none,basic user
"Fredericksburg, VA",08/14/2012,08/14/2012,,0,0,0,0,0,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/11243299/ ,Big data.,rattle,Intermediate.
Singapore,04/17/2012,09/10/2012,,2,0,0,2,0,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/45013532/ ,None.,None.,Zero.
Singapore,12/03/2013,05/13/2014,04/23/2014,7,7,0,0,6,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/12348824/ ,Not a user yet,TBA,"Zero, zilch, nada."
London,03/07/2014,03/07/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/9132302/ ,"I don't! I'd like to come along and discover how R is used to sort/clean and analyse data, and consider it as a tool to use in learning data science.",none at the moment.,None as yet
Singapore,08/15/2012,11/21/2013,11/20/2013,1,1,0,0,1,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/58665892/ ,Work,GGPLOT2,2 year exp as a light user
Singapore,09/27/2011,03/12/2014,04/23/2014,5,5,0,0,5,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/9771811/ ,machine learning,xts,7 years.
Singapore,11/24/2013,04/23/2014,04/23/2014,7,6,0,1,6,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/96512102/ ,"Data Analysis, sometimes back testing although I do like more involved programming languages as well.",nloptr,intermediate
Singapore,01/16/2014,02/17/2014,04/23/2014,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/128583892/ ,Personal interest & investment strategy,NA,Multi Variant Analysis in school
Singapore,01/20/2014,02/13/2014,04/23/2014,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/61819132/ ,Studies,ggplot,Basic
Singapore,04/19/2013,05/13/2014,04/23/2014,8,7,0,1,3,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/76739502/ ,data analysis,love 'em all,beginning
Singapore,03/13/2014,05/08/2014,,2,1,0,1,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/137175882/ ,Design of experiment,AlgDesign,Beginner
Singapore,12/12/2013,12/18/2013,12/18/2013,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/123541132/ ,statistics:=,shiny,"walls melting crazy sounds, optics and stuff... oO"
Singapore,10/25/2012,10/28/2012,01/23/2013,2,1,0,1,1,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/67410702/ ,Work,nil,Beginner
Perth,04/13/2012,03/27/2013,01/23/2013,6,6,0,0,6,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/44511002/ ,I've just started looking into its potential uses.,Don't have one yet.,Just started reading about it.
Singapore,04/19/2012,05/12/2014,04/23/2014,10,10,0,0,10,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/45160152/ ,Simple charting.,xts,A little.
Warsaw,08/07/2013,12/17/2013,08/14/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/90309732/ ,Not yet,Don't know yet,None
Zürich,06/21/2012,09/29/2013,09/26/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/40391152/ ,New to R,New to R,New to R
Singapore,08/12/2013,08/16/2013,08/14/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/106495952/ ,-,-,-
Singapore,02/28/2012,02/28/2012,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/1981472/ ,Not familiar with R yet but interested to explore solutions related to data mining & trend analysis of the Social Media Sphere...,BCA: Business and Customer Analytics,None.
Singapore,12/16/2013,03/13/2014,01/15/2014,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/123883112/ ,Am learning...,HadoopStreaming,..
Singapore,01/15/2014,05/13/2014,03/12/2014,2,2,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/122826702/ ,Mainly retail analytics,not particular,N/A
Singapore,04/02/2014,05/13/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/136762022/ ,"Cooking eggs, making toast, doing data analysis",/,/
Singapore,05/08/2013,08/22/2013,08/23/2013,2,2,0,0,2,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/92574642/ ,-,-,-
Singapore,01/26/2011,01/26/2011,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/13875170/ ,research purpose.,http://cran.stat.nus.edu.sg/,Nil
Singapore,12/27/2013,05/13/2014,01/15/2014,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/125157642/ ,Analysis,"PerformanceAnalytics,DTW,TradeBlotter",N/A
Singapore,06/04/2012,04/17/2014,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/50156352/ ,Hobby,Nothing,Learning
Singapore,03/28/2014,04/28/2014,,1,1,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/112461922/ ,"Used for sentiment analysis, but want to learn to use for all modelling techniques","Novice, so not any favorite as of now",4 months
Singapore,01/25/2014,01/28/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/53417852/ ,New to R.,???,Non
Egham,04/20/2014,04/20/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/30652762/ ,For personal use,No favourite yet,Beginner
Singapore,10/06/2013,10/11/2013,12/03/2013,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/8611142/ ,Data Analysis,MASS,10 years?
Singapore,04/07/2014,05/07/2014,,2,2,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/135477662/ ,For data processing and building model,I love astsa,I have used R for some of my projects
Singapore,02/10/2014,04/21/2014,03/12/2014,2,2,0,0,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/132503062/ ,"Prediction, classification, modelling... Cats.",I haven't decided!,"Not much, still fooling around. =^.^="
Singapore,09/18/2013,09/18/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/85789422/ ,Analysing abundance data hopefully,What's CRAN?,Zero... i'm a newbie
Graz,03/17/2013,03/27/2013,03/27/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/85156712/ ,Data Visualization,FastRWeb,beginner
Singapore,04/23/2014,04/23/2014,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/46959482/ ,"Linear Regression, Generalized Linear Model",n/a,"Got to know R through modules in NUS. Currently, exploring R programming in my free time."
"Berkeley, CA",01/26/2013,02/17/2014,12/18/2013,4,4,0,0,4,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/48497682/ ,Research in statistical demography,"rjags, shiny, plyr, reshape2, ggplot2",Always learning something new.
"Boston, MA",12/05/2012,03/15/2014,12/12/2012,1,1,0,0,1,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/31760212/ ,exploring the use of R for analytics,Not applicable,Inexperienced
Singapore,02/05/2012,04/21/2014,12/03/2013,6,4,0,2,4,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/37562222/ ,Currently using R in an SI company for the insurance industry.,bigmemory,Initially dreaded the heavy coding in R... but came to love it eventually. :)
Singapore,09/16/2013,09/16/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/12353729/ ,"data exploration, machine learning, predictive modeling",caret,"I first used it during university, although I've only gotten serious with it in the latter part of my PhD."
Singapore,12/06/2012,04/23/2014,12/18/2013,4,2,0,2,2,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/3468429/ ,Just curious.,"ggplot2, nutshell",Just curious.
Singapore,01/22/2014,02/07/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/128771002/ ,Regrssion,............,.............
Singapore,06/07/2012,06/07/2012,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/50448462/ ,For analytics development,Have not explored CRAN yet,Very new
Singapore,05/10/2014,05/13/2014,,1,1,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/62049502/ ,Interested in learning R,not sure,beginner
Singapore,01/17/2014,01/22/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/128607992/ ,I am using R for my final year project on stock portfolio selection and optimization.,Rmetrics,Beginner
Singapore,01/15/2014,04/23/2014,01/15/2014,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/45543632/ ,Data Mining,"tm, ggplot2",1.5 years
Singapore,04/09/2014,04/17/2014,,2,2,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/141393652/ ,Predictive Modelling.,rpart,Some experience in modelling with R.
Singapore,03/01/2014,03/01/2014,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/135449342/ ,"Actually, I use Matlab",?,?
Singapore,12/22/2013,01/27/2014,04/23/2014,2,1,0,1,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/124570812/ ,Haven't used it.,Haven't used it.,None
Singapore,01/13/2014,01/16/2014,01/15/2014,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/127865022/ ,Fun... primarily a Matlab user but like the free/open source nature of R.,Nil.,Fairly basic.
Singapore,08/12/2013,01/23/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/12703009/ ,Trading,Quantmod,Novice
Singapore,03/24/2013,04/27/2014,08/14/2013,6,4,0,2,3,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/86269292/ ,for analyzing biological data. I am also interested in exploring analytics in other domains.,ggplots,I have been using R for 5 years.
Singapore,10/28/2013,10/28/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/39517492/ ,Monitoring usage patterns of clients,tiger,not much honestly
Singapore,12/28/2013,02/22/2014,02/12/2014,2,2,0,0,1,1,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/12161327/ ,At the moment just learning,None yet,Used it in a MOOC
"Fremont, CA",01/24/2014,05/12/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/77978422/ ,analytics platforms,not sure,"no experience, more on business side"
Singapore,02/16/2014,03/12/2014,,1,0,0,1,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/133411522/ ,Data Analysis.,"ggplot2, Hmisc, psych,infotheo,som, bioDist","It was easy to pick up with. It is very convenient for usage, and can be used for various fields such as correlation analysis, regression analysis, and various applications in gene expression analysis."
"New York, NY",09/12/2013,09/28/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/107359002/ ,Business Analytics,Cran,business
Singapore,01/16/2013,05/12/2014,12/03/2013,5,5,0,0,5,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/42573202/ ,at present learn and explore,nothing,basic
Singapore,03/17/2013,03/01/2014,12/03/2013,6,6,0,0,6,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/85191732/ ,data analysis,don't know yet,beginner
